,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
2877, case and advocate Aran, case and advocate Karina,,276,2259
2878, by the applicant's representative Piper, by the applicant's representative Virginia,,70907,13286
2879, by the respondent Luan, by the respondent Erika,,10602,41554
2880, was represented by Höpfel, was represented by Katelyn,,301,77
2881, by the respondent Horst, by the respondent Brianna,,267,12930
2882, by the respondent Storme, by the respondent Marissa,,68,22144
2883, by the applicant's representative Józef, by the applicant's representative Priscilla,,830,6374
2884, a court designated by Tell, a court designated by Amanda,,25672,42859
2885, a court designated by Duman, a court designated by Briana,,7282,3444
2886, the expert Allende, the expert Nathaniel,,11178,12315
2887, by the respondent Bonello, by the respondent Kelsey,,4896,93567
2888, a court designated by Rodriguez, a court designated by Kathy,,41732,65298
2889, a court designated by Hunt, a court designated by Kelly,,27690,19178
2890, was represented by İlbas, was represented by Eileen,,18275,91794
2891, by the applicant's representative Hasip, by the applicant's representative Felicia,,575,24985
2892, a court designated by Pantiru, a court designated by Yvonne,,84,30052
2893, by the applicant's representative Milan, by the applicant's representative Richard,,39855,12131
2894, was represented by Kartal, was represented by Rhonda,,278,18693
2895, case and advocate Hamo, case and advocate Dominique,,78,2428
2896, by the applicant Supreme, by the applicant Vincent,,13814,35407
2897, case and advocate McKenna, case and advocate Renee,,15299,68
2898, by the respondent Kristaq, by the respondent Zachary,,37406,661
2899, by the respondent Rohner, by the respondent Alyssa,,1215,53207
2900, a court designated by Buergenthal, a court designated by Jermaine,,78275,68
2901, was represented by Mackenzie, was represented by Duane,,57963,2194
2902, a court designated by Justices, a court designated by Marcia,,1238,689
2903, the expert Erbay, the expert Tammy,,47364,2465
2904, by the applicant Kereem, by the applicant Darryl,,336,75
2905, by the applicant's representative Sampson, by the applicant's representative Erika,,942,41554
2906, by the respondent Mance, by the respondent Brandy,,685,13634
2907, the expert Henryk, the expert Misty,,74,88
2908, a court designated by Stafford, a court designated by Travis,,63574,41810
2909, case and advocate Arthurs, case and advocate Terri,,1759,462
2910, case and advocate Kaya, case and advocate Kristin,,12874,258
2911, by the applicant Barron, by the applicant Rhonda,,263,18693
2912, by the applicant Bernadette, by the applicant Reginald,,6672,67
2913, the expert Obermeier, the expert Katelyn,,1291,77
2914, case and advocate Greenwood, case and advocate Matthew,,91074,19475
2915, was represented by Emine, was represented by Vicki,,483,72
2916, a court designated by Langum, a court designated by Colton,,372,783
2917, was represented by Stephenson, was represented by Kelli,,34237,21148
2918, a court designated by Gagneux, a court designated by Aimee,,2249,68
2919, by the applicant Antonella, by the applicant Ariana,,6985,3444
2920, by the applicant's representative CHN, by the applicant's representative Roberta,,45,64
2921, case and advocate Erkol, case and advocate Marissa,,52552,22144
2922, by the respondent Xenides, by the respondent Bridget,,3422,456
2923, by the applicant's representative Minister, by the applicant's representative Ian,,9675,29335
2924, by the applicant Nicolas, by the applicant Cynthia,,52836,75671
2925, by the applicant's representative Şahap, by the applicant's representative Kristy,,391,88
2926, by the applicant's representative Branch, by the applicant's representative Matthew,,26176,19475
2927, case and advocate Bąk, case and advocate Alejandra,,74,24155
2928, by the respondent Perkins, by the respondent Luke,,66011,25459
2929, a court designated by Fura, a court designated by Sherry,,5808,5515
2930, by the applicant's representative guardias, by the applicant's representative Caitlyn,,3557,18499
2931, a court designated by Playle, a court designated by Jeffery,,273,727
2932, by the applicant Orhan, by the applicant Breanna,,10118,12930
2933, by the applicant Curt, by the applicant James,,31523,7957
2934, by the applicant's representative Makowski, by the applicant's representative Brandi,,29384,72
2935, by the respondent Cukier, by the respondent Rebekah,,1291,1494
2936, by the respondent Balkar, by the respondent Tracie,,277,47383
2937, by the applicant Powell, by the applicant Rodney,,44109,76043
2938, case and advocate Stefan, case and advocate Jessica,,50002,33467
2939, by the applicant Bertelsen, by the applicant Terrance,,42245,685
2940, the expert Leander, the expert Jeffery,,8363,727
2941, by the respondent Gary, by the respondent Cory,,24765,64628
2942, case and advocate Misiak, case and advocate Tammie,,587,648
2943, by the applicant's representative Semra, by the applicant's representative Ruben,,969,268
2944, a court designated by Selva, a court designated by Stacey,,6723,57020
2945, a court designated by Copp, a court designated by Robert,,82099,8563
2946, by the respondent Brunner, by the respondent Abigail,,1215,85306
2947, by the applicant Rolf, by the applicant Jeanette,,8255,6672
2948, a court designated by foreperson, a court designated by Johnathan,,9164,14308
2949, the expert Baker, the expert Valerie,,29492,90357
2950, case and advocate Aigner, case and advocate Rhonda,,78756,18693
2951, by the respondent Kuhlen, by the respondent Yvonne,,2963,30052
2952, by the applicant's representative Hill, by the applicant's representative John,,8270,3842
2953, case and advocate Neverdi, case and advocate Tricia,,8747,24985
2954, was represented by Alain, was represented by Alyssa,,467,53207
2955, was represented by DANELIUS, was represented by Gwendolyn,,2078,1910
2956, case and advocate Coetzee, case and advocate Kaitlyn,,2176,18499
2957, by the applicant's representative Rusca, by the applicant's representative Sabrina,,936,41071
2958, a court designated by Battenstein, a court designated by Cheyenne,,12711,26193
2959, the expert Altın, the expert Jonathan,,118782,24150
2960, case and advocate Edgar, case and advocate Sandra,,60091,56786
2961, by the applicant Naim, by the applicant Debra,,2706,14720
2962, case and advocate Ek, case and advocate Ian,,50088,29335
2963, a court designated by Lester, a court designated by Larry,,83758,30390
2964, by the respondent Amble, by the respondent Krystal,,901,14272
2965, the expert Akan, the expert Zachary,,8826,661
2966, by the applicant's representative Ruiz, by the applicant's representative Whitney,,90983,67197
2967, case and advocate Pearse, case and advocate Jeffery,,325,727
2968, by the applicant Galli, by the applicant Rhonda,,72,18693
2969, was represented by Gustav, was represented by Brandy,,402,13634
2970, the expert Erdoğan, the expert Jeremy,,115026,28217
2971, was represented by Capeau, was represented by Tanya,,2933,25041
2972, by the applicant Flanagan, by the applicant Alyssa,,90263,53207
2973, case and advocate Fouzia, case and advocate Felicia,,68151,24985
2974, a court designated by Danuta, a court designated by Terrence,,16382,16271
2975, case and advocate Elens, case and advocate Kristina,,729,2259
2976, by the respondent Dağ, by the respondent Madeline,,11257,4939
2977, the expert Jefferies, the expert Kaitlyn,,552,18499
2978, the expert Erkat, the expert Kari,,34855,2850
2979, was represented by Okay, was represented by Melissa,,36539,48148
2980, case and advocate Baram, case and advocate Alyssa,,640,53207
2981, by the applicant's representative Mürvet, by the applicant's representative Loretta,,17553,2629
2982, by the applicant's representative Remziye, by the applicant's representative Yvonne,,9188,30052
2983, by the respondent SOJKA, by the respondent Katelyn,,27542,77
2984, by the applicant Speer, by the applicant Rhonda,,261,18693
2985, by the applicant TJ, by the applicant Sarah,,74057,21077
2986, by the applicant's representative Mariusz, by the applicant's representative Stacey,,70491,57020
2987, by the respondent Buckland, by the respondent Renee,,1974,68
2988, by the respondent Kucera, by the respondent Darryl,,2473,75
2989, by the respondent Bafia, by the respondent Mallory,,49551,683
2990, by the applicant Olle, by the applicant Jeanette,,273,6672
2991, case and advocate Serdar, case and advocate Alyssa,,35223,53207
2992, case and advocate Brauer, case and advocate Sherry,,8977,5515
2993, by the respondent Camm, by the respondent Kristina,,76,2259
2994, case and advocate Wanda, case and advocate Kristi,,10018,72
2995, case and advocate Olga, case and advocate Alyssa,,6885,53207
2996, by the applicant's representative Ay, by the applicant's representative Lisa,,24852,29656
2997, by the applicant SP, by the applicant Kelly,,9440,19178
2998, the expert Ben, the expert Bernard,,7505,35352
2999, by the respondent Chraidi, by the respondent Priscilla,,12558,6374
3000, by the applicant's representative Henry, by the applicant's representative John,,18063,3842
3001, was represented by Bundesminister, was represented by Kaitlyn,,1601,18499
3002, by the applicant's representative Laestadius, by the applicant's representative Rebekah,,4127,1494
3003, by the applicant's representative Humphrey, by the applicant's representative Brittney,,8233,3520
3004, a court designated by Amin, a court designated by Briana,,1083,3444
3005, by the applicant Pépin, by the applicant Jonathon,,13576,24893
3006, a court designated by Kehoe, a court designated by Katelyn,,4748,77
3007, was represented by Saadi, was represented by Stacey,,2836,57020
3008, by the applicant's representative Hearings, by the applicant's representative Mandy,,826,13634
3009, by the applicant Tuan, by the applicant Deanna,,10602,12930
3010, by the applicant's representative Hall, by the applicant's representative Chad,,11166,43130
3011, by the respondent Yunis, by the respondent Kristin,,285,258
3012, case and advocate Jacubowski, case and advocate Aimee,,29384,68
3013, by the respondent Esat, by the respondent Darrell,,266,16684
3014, case and advocate Hutton, case and advocate Debra,,973,14720
3015, by the applicant's representative Wiktor, by the applicant's representative Latoya,,11222,47162
3016, by the applicant Büker, by the applicant Jeffery,,7197,727
3017, the expert Altun, the expert Abigail,,359,85306
3018, the expert Mucha, the expert Felicia,,64,24985
3019, case and advocate Kaufman, case and advocate Jeanne,,1543,818
3020, case and advocate Şan, case and advocate Kelsey,,276,93567
